Gen		Median		MAD		Best		Div		Run Best		Code
1		11700000.0		1132		0.012		1132		input1
2		1132.0		1132		0.011		1132		input1
3		1132.0		1132		0.01		1132		input1
4		1132.0		1132		0.006		1132		input1
5		1132.0		1132		0.011		1132		input1
6		1132.0		1132		0.014		1132		input1
7		1132.0		1132		0.011		1132		input1
8		1132.0		1132		0.014		1132		input1
9		1132.0		1132		0.014		1132		input1
10		1132.0		1132		0.016		1132		input1
11		1132.0		1132		0.013		1132		input1
12		1132.0		1132		0.014		1132		input1
13		1132.0		1132		0.014		1132		input1
14		1132.0		1132		0.014		1132		input1
15		1132.0		1132		0.01		1132		input1
16		1132.0		1132		0.015		1132		input1
17		1132.0		1132		0.013		1132		input1
18		1132.0		1132		0.015		1132		input1
19		1132.0		1132		0.015		1132		input1
20		1132.0		1132		0.015		1132		input1
21		1132.0		1132		0.013		1132		input1
22		1132.0		1132		0.017		1132		input1
23		1132.0		1132		0.017		1132		input1
24		1132.0		1132		0.01		1132		input1
25		1132.0		1132		0.014		1132		input1
26		1132.0		1132		0.017		1132		input1
27		1132.0		1132		0.017		1132		input1
28		1132.0		1132		0.013		1132		input1
29		1132.0		1132		0.018		1132		input1
30		1132.0		1132		0.017		1132		input1
31		1132.0		1132		0.015		1132		input1
32		1132.0		1132		0.012		1132		input1
33		1132.0		1132		0.021		1132		input1
34		1132.0		1132		0.018		1132		input1
35		1132.0		1132		0.016		1132		input1
36		1132.0		1132		0.013		1132		input1
37		1132.0		1132		0.014		1132		input1
38		1132.0		1132		0.015		1132		input1
39		1132.0		1132		0.014		1132		input1
40		1132.0		1132		0.015		1132		input1
41		1132.0		1132		0.017		1132		input1
42		1132.0		1132		0.01		1132		input1
43		1132.0		1132		0.015		1132		input1
44		1132.0		1132		0.018		1132		input1
45		1132.0		1132		0.014		1132		input1
46		1132.0		1132		0.015		1132		input1
47		1132.0		1132		0.015		1132		input1
48		1132.0		1132		0.013		1132		input1
49		1132.0		1132		0.012		1132		input1
50		1132.0		1132		0.012		1132		input1
51		1132.0		1132		0.015		1132		input1
52		1132.0		1132		0.014		1132		input1
53		1132.0		1132		0.014		1132		input1
54		1132.0		1132		0.013		1132		input1
55		1132.0		1132		0.014		1132		input1
56		1132.0		1132		0.011		1132		input1
57		1132.0		1132		0.012		1132		input1
58		1132.0		1132		0.019		1132		input1
59		1132.0		1132		0.012		1132		input1
60		1132.0		1132		0.013		1132		input1
61		1132.0		1132		0.017		1132		input1
62		1132.0		1132		0.013		1132		input1
63		1132.0		1132		0.014		1132		input1
64		1132.0		1132		0.013		1132		input1
65		1132.0		1132		0.014		1132		input1
66		1132.0		1132		0.013		1132		input1
67		1132.0		1132		0.016		1132		input1
68		1132.0		1132		0.012		1132		input1
69		1132.0		1132		0.014		1132		input1
70		1132.0		1132		0.014		1132		input1
71		1132.0		1132		0.015		1132		input1
72		1132.0		1132		0.014		1132		input1
73		1132.0		1132		0.015		1132		input1
74		1132.0		1132		0.012		1132		input1
75		1132.0		1132		0.015		1132		input1
76		1132.0		1132		0.016		1132		input1
77		1132.0		1132		0.015		1132		input1
78		1132.0		1132		0.015		1132		input1
79		1132.0		1132		0.015		1132		input1
80		1132.0		1132		0.019		1132		input1
81		1132.0		1132		0.014		1132		input1
82		1132.0		1132		0.013		1132		input1
83		1132.0		1132		0.014		1132		input1
84		1132.0		1132		0.013		1132		input1
85		1132.0		1132		0.016		1132		input1
86		1132.0		1132		0.015		1132		input1
87		1132.0		1132		0.013		1132		input1
88		1132.0		1132		0.016		1132		input1
89		1132.0		1132		0.015		1132		input1
90		1132.0		1132		0.015		1132		input1
91		1132.0		1132		0.012		1132		input1
92		1132.0		1132		0.012		1132		input1
93		1132.0		1132		0.015		1132		input1
94		1132.0		1132		0.014		1132		input1
95		1132.0		1132		0.015		1132		input1
96		1132.0		1132		0.012		1132		input1
97		1132.0		1132		0.015		1132		input1
98		1132.0		1132		0.015		1132		input1
99		1132.0		1132		0.014		1132		input1
100		1132.0		1132		0.017		1132		input1
101		1132.0		1132		0.015		1132		input1
102		1132.0		1132		0.015		1132		input1
103		1132.0		1132		0.02		1132		input1
104		1132.0		1132		0.018		1132		input1
105		1132.0		1132		0.017		1132		input1
106		1132.0		1132		0.015		1132		input1
107		1132.0		1132		0.014		1132		input1
108		1132.0		1132		0.012		1132		input1
109		1132.0		1132		0.011		1132		input1
110		1132.0		1132		0.014		1132		input1
111		1132.0		1132		0.012		1132		input1
112		1132.0		1132		0.014		1132		input1
113		1132.0		1132		0.015		1132		input1
114		1132.0		1132		0.017		1132		input1
115		1132.0		1132		0.017		1132		input1
116		1132.0		1132		0.013		1132		input1
117		1132.0		1132		0.015		1132		input1
118		1132.0		1132		0.014		1132		input1
119		1132.0		1132		0.014		1132		input1
120		1132.0		1132		0.013		1132		input1
121		1132.0		1132		0.014		1132		input1
122		1132.0		1132		0.017		1132		input1
123		1132.0		1132		0.015		1132		input1
124		1132.0		1132		0.02		1132		input1
125		1132.0		1132		0.018		1132		input1
126		1132.0		1132		0.02		1132		input1
127		1132.0		1132		0.022		1132		input1
128		1132.0		1132		0.019		1132		input1
129		1132.0		1132		0.024		1132		input1
130		1132.0		1132		0.02		1132		input1
131		1132.0		1132		0.026		1132		input1
132		1132.0		1132		0.031		1132		input1
133		1132.0		1132		0.021		1132		input1
134		1132.0		1132		0.025		1132		input1
135		1132.0		1132		0.019		1132		input1
136		1132.0		1132		0.019		1132		input1
137		1132.0		1132		0.024		1132		input1
138		1132.0		1132		0.025		1132		input1
139		1132.0		1132		0.026		1132		input1
140		1132.0		1132		0.029		1132		input1
141		1132.0		1132		0.024		1132		input1
142		1132.0		1132		0.023		1132		input1
143		1132.0		1132		0.028		1132		input1
144		1132.0		1132		0.026		1132		input1
145		1132.0		1132		0.024		1132		input1
146		1132.0		1132		0.031		1132		input1
147		1132.0		1132		0.034		1132		input1
148		1132.0		1132		0.03		1132		input1
149		1132.0		1132		0.028		1132		input1
150		1132.0		1132		0.025		1132		input1
151		1132.0		1132		0.024		1132		input1
152		1132.0		1132		0.026		1132		input1
153		1132.0		1132		0.03		1132		input1
154		1132.0		1132		0.031		1132		input1
155		1132.0		1132		0.034		1132		input1
156		1132.0		1132		0.026		1132		input1
157		1132.0		1132		0.029		1132		input1
158		1132.0		1132		0.027		1132		input1
159		1132.0		1132		0.027		1132		input1
160		1132.0		1132		0.029		1132		input1
161		1132.0		1132		0.024		1132		input1
162		1132.0		1132		0.025		1132		input1
163		1132.0		1132		0.025		1132		input1
164		1132.0		1132		0.026		1132		input1
165		1132.0		1132		0.031		1132		input1
166		1132.0		1132		0.022		1132		input1
167		1132.0		1132		0.025		1132		input1
168		1132.0		1132		0.026		1132		input1
169		1132.0		1132		0.029		1132		input1
170		1132.0		1132		0.025		1132		input1
171		1132.0		1132		0.025		1132		input1
172		1132.0		1132		0.026		1132		input1
173		1132.0		1132		0.034		1132		input1
174		1132.0		1132		0.037		1132		input1
175		1132.0		1132		0.026		1132		input1
176		1132.0		1132		0.022		1132		input1
177		1132.0		1132		0.03		1132		input1
178		1132.0		1132		0.031		1132		input1
179		1132.0		1132		0.03		1132		input1
180		1132.0		1132		0.026		1132		input1
181		1132.0		1132		0.035		1132		input1
182		1132.0		1132		0.026		1132		input1
183		1132.0		1132		0.032		1132		input1
184		1132.0		1132		0.03		1132		input1
185		1132.0		1132		0.034		1132		input1
186		1132.0		1132		0.028		1132		input1
187		1132.0		1132		0.038		1132		input1
188		1132.0		1132		0.036		1132		input1
189		1132.0		1132		0.041		1132		input1
190		1132.0		1132		0.034		1132		input1
191		1132.0		1132		0.036		1132		input1
192		1132.0		1132		0.039		1132		input1
193		1132.0		1132		0.037		1132		input1
194		1132.0		1132		0.039		1132		input1
195		1132.0		1132		0.037		1132		input1
196		1132.0		1132		0.039		1132		input1
197		1132.0		1132		0.038		1132		input1
198		1132.0		1132		0.041		1132		input1
199		1132.0		1132		0.043		1132		input1
200		1132.0		1132		0.05		1132		input1
201		1132.0		1132		0.049		1132		input1
202		1132.0		1132		0.045		1132		input1
203		1132.0		1132		0.051		1132		input1
204		1132.0		1132		0.049		1132		input1
205		1132.0		1132		0.047		1132		input1
206		1132.0		1132		0.039		1132		input1
207		1132.0		1132		0.046		1132		input1
208		1132.0		1132		0.037		1132		input1
209		1132.0		1132		0.046		1132		input1
210		1132.0		1132		0.047		1132		input1
211		1132.0		1132		0.042		1132		input1
212		1132.0		1132		0.042		1132		input1
213		1132.0		1132		0.048		1132		input1
214		1132.0		1132		0.05		1132		input1
215		1132.0		1132		0.048		1132		input1
216		1132.0		1132		0.047		1132		input1
217		1132.0		1132		0.05		1132		input1
218		1132.0		1132		0.045		1132		input1
219		1132.0		1132		0.048		1132		input1
220		1132.0		1132		0.038		1132		input1
221		1132.0		1132		0.044		1132		input1
222		1132.0		1132		0.046		1132		input1
223		1132.0		1132		0.041		1132		input1
224		1132.0		1132		0.046		1132		input1
225		1132.0		1132		0.043		1132		input1
226		1132.0		1132		0.042		1132		input1
227		1132.0		1132		0.045		1132		input1
228		1132.0		1132		0.041		1132		input1
229		1132.0		1132		0.042		1132		input1
230		1132.0		1132		0.05		1132		input1
231		1132.0		1132		0.05		1132		input1
232		1132.0		1132		0.055		1132		input1
233		1132.0		1132		0.04		1132		input1
234		1132.0		1132		0.046		1132		input1
235		1132.0		1132		0.049		1132		input1
236		1132.0		1132		0.06		1132		input1
237		1132.0		1132		0.049		1132		input1
238		1132.0		1132		0.051		1132		input1
239		1132.0		1132		0.043		1132		input1
